log_id,brigade_id,log_date,shift_start_time,shift_end_time,start_depth_m,end_depth_m,drilled_depth_m,weather,logistics_issue
3428,BRIGADE_07,2023-06-21,2023-06-21 07:32:00,2023-06-21 17:10:45.279207,88.51,148.85,60.34,Sunny,False
3429,BRIGADE_07,2023-06-21,2023-06-21 03:39:00,2023-06-21 15:06:29.569892,86.43,142.3,55.87,Sunny,False
3430,BRIGADE_07,2023-06-21,2023-06-21 04:50:00,2023-06-21 15:49:24.067726,41.42,138.68,97.26,Windy,False
3431,BRIGADE_08,2023-06-21,2023-06-21 21:59:00,2023-06-22 09:28:35.397789,64.47,81.65,17.18,Snowy,False
3432,BRIGADE_08,2023-06-21,2023-06-21 22:20:00,2023-06-22 08:17:43.885542,279.08,351.64,72.55,Cloudy,False
3433,BRIGADE_08,2023-06-21,2023-06-21 19:58:00,2023-06-22 06:08:02.450253,359.98,459.28,99.31,Windy,False
3434,BRIGADE_09,2023-06-21,2023-06-21 04:35:00,2023-06-21 10:55:09.133706,298.03,382.02,83.99,Snowy,False
3435,BRIGADE_09,2023-06-21,2023-06-21 13:24:00,2023-06-22 01:21:49.477783,192.95,236.63,43.67,Cloudy,True
3436,BRIGADE_09,2023-06-21,2023-06-21 16:19:00,2023-06-22 01:02:12.724880,80.17,126.92,46.74,Cloudy,False
3437,BRIGADE_10,2023-06-21,2023-06-21 17:32:00,2023-06-22 00:03:00.049412,206.53,306.1,99.57,Snowy,False
3438,BRIGADE_10,2023-06-21,2023-06-21 06:20:00,2023-06-21 13:45:11.058673,297.74,376.61,78.88,Snowy,False
3439,BRIGADE_10,2023-06-21,2023-06-21 12:14:00,2023-06-21 22:18:51.425693,169.88,187.3,17.42,Snowy,False
3440,BRIGADE_01,2023-06-22,2023-06-22 01:42:00,2023-06-22 09:17:57.927415,383.56,460.72,77.16,Rainy,False
3441,BRIGADE_01,2023-06-22,2023-06-22 14:35:00,2023-06-22 21:51:53.053143,98.45,180.33,81.88,Rainy,False
3442,BRIGADE_02,2023-06-22,2023-06-22 09:59:00,2023-06-22 20:54:23.214526,264.79,288.1,23.31,Windy,False
3443,BRIGADE_02,2023-06-22,2023-06-22 02:33:00,2023-06-22 11:17:39.155629,33.51,126.83,93.32,Cloudy,False
3444,BRIGADE_03,2023-06-22,2023-06-22 16:20:00,2023-06-23 02:58:30.365804,27.77,120.53,92.76,Snowy,False
3445,BRIGADE_03,2023-06-22,2023-06-22 01:23:00,2023-06-22 12:48:23.735505,224.6,271.13,46.53,Snowy,False
3446,BRIGADE_04,2023-06-22,2023-06-22 03:38:00,2023-06-22 14:58:24.708057,381.18,401.24,20.07,Sunny,False
3447,BRIGADE_04,2023-06-22,2023-06-22 14:30:00,2023-06-22 21:06:35.837102,333.69,350.42,16.73,Cloudy,False
3448,BRIGADE_05,2023-06-22,2023-06-22 07:30:00,2023-06-22 14:59:50.804323,436.14,482.38,46.25,Windy,False
3449,BRIGADE_05,2023-06-22,2023-06-22 10:57:00,2023-06-22 19:39:42.722167,450.63,528.91,78.28,Snowy,True
3450,BRIGADE_06,2023-06-22,2023-06-22 01:07:00,2023-06-22 08:57:08.694657,381.05,469.67,88.62,Windy,False
3451,BRIGADE_07,2023-06-22,2023-06-22 20:25:00,2023-06-23 08:18:36.173837,437.87,513.9,76.03,Sunny,False
3452,BRIGADE_07,2023-06-22,2023-06-22 04:14:00,2023-06-22 14:24:56.039669,4.35,69.31,64.95,Sunny,True
3453,BRIGADE_08,2023-06-22,2023-06-22 22:16:00,2023-06-23 08:25:01.423818,172.52,224.15,51.62,Cloudy,True
3454,BRIGADE_09,2023-06-22,2023-06-22 05:57:00,2023-06-22 12:02:59.780018,330.19,378.74,48.55,Sunny,False
3455,BRIGADE_10,2023-06-22,2023-06-22 21:01:00,2023-06-23 07:08:23.085136,483.53,503.13,19.6,Rainy,False
3456,BRIGADE_10,2023-06-22,2023-06-22 09:38:00,2023-06-22 17:02:14.756654,256.19,291.47,35.27,Rainy,False
3457,BRIGADE_10,2023-06-22,2023-06-22 16:43:00,2023-06-23 01:51:29.040036,159.11,231.64,72.53,Snowy,False
3458,BRIGADE_01,2023-06-23,2023-06-23 13:58:00,2023-06-24 00:19:18.255680,457.48,472.97,15.49,Cloudy,False
3459,BRIGADE_01,2023-06-23,2023-06-23 14:04:00,2023-06-24 01:57:11.376055,193.94,267.17,73.23,Cloudy,False
3460,BRIGADE_01,2023-06-23,2023-06-23 10:58:00,2023-06-23 18:16:12.876116,311.37,322.01,10.64,Sunny,False
3461,BRIGADE_02,2023-06-23,2023-06-23 11:32:00,2023-06-23 18:10:41.083898,71.64,170.25,98.6,Cloudy,False
3462,BRIGADE_03,2023-06-23,2023-06-23 22:24:00,2023-06-24 09:36:26.530723,13.64,30.89,17.25,Cloudy,True
3463,BRIGADE_04,2023-06-23,2023-06-23 18:24:00,2023-06-24 05:37:17.660511,136.16,180.62,44.46,Windy,False
3464,BRIGADE_04,2023-06-23,2023-06-23 09:30:00,2023-06-23 17:18:50.048970,112.27,159.02,46.75,Sunny,False
3465,BRIGADE_05,2023-06-23,2023-06-23 06:22:00,2023-06-23 15:48:08.529548,178.71,201.72,23.02,Rainy,False
3466,BRIGADE_05,2023-06-23,2023-06-23 09:59:00,2023-06-23 17:11:56.085056,31.59,128.52,96.92,Rainy,False
3467,BRIGADE_06,2023-06-23,2023-06-23 06:40:00,2023-06-23 13:57:24.976378,387.33,436.72,49.39,Cloudy,False
3468,BRIGADE_07,2023-06-23,2023-06-23 08:49:00,2023-06-23 20:20:01.478815,492.15,544.65,52.5,Windy,False
3469,BRIGADE_07,2023-06-23,2023-06-23 05:12:00,2023-06-23 16:01:32.053725,325.82,396.86,71.04,Windy,False
3470,BRIGADE_07,2023-06-23,2023-06-23 10:00:00,2023-06-23 18:45:46.836234,179.5,236.94,57.44,Sunny,False
3471,BRIGADE_08,2023-06-23,2023-06-23 16:00:00,2023-06-23 22:11:35.937598,11.99,97.15,85.16,Windy,False
3472,BRIGADE_08,2023-06-23,2023-06-23 19:36:00,2023-06-24 02:49:06.130096,352.43,450.88,98.45,Windy,False
3473,BRIGADE_09,2023-06-23,2023-06-23 22:11:00,2023-06-24 08:40:08.952552,486.8,548.42,61.62,Cloudy,False
3474,BRIGADE_09,2023-06-23,2023-06-23 11:19:00,2023-06-23 22:32:33.262382,469.43,489.55,20.12,Sunny,True
3475,BRIGADE_10,2023-06-23,2023-06-23 06:50:00,2023-06-23 15:43:40.904733,486.52,511.71,25.19,Snowy,True
3476,BRIGADE_01,2023-06-24,2023-06-24 20:40:00,2023-06-25 07:24:39.686846,492.67,533.83,41.16,Snowy,False
3477,BRIGADE_01,2023-06-24,2023-06-24 05:55:00,2023-06-24 15:25:03.443393,282.6,370.82,88.22,Rainy,False
3478,BRIGADE_01,2023-06-24,2023-06-24 08:57:00,2023-06-24 20:52:19.539744,270.81,305.0,34.19,Snowy,False
3479,BRIGADE_02,2023-06-24,2023-06-24 15:24:00,2023-06-24 22:29:06.515436,442.15,474.6,32.45,Sunny,False
3480,BRIGADE_03,2023-06-24,2023-06-24 02:41:00,2023-06-24 11:36:13.765244,401.12,439.67,38.55,Windy,False
3481,BRIGADE_03,2023-06-24,2023-06-24 05:50:00,2023-06-24 16:30:36.883524,227.97,316.65,88.68,Rainy,False
3482,BRIGADE_03,2023-06-24,2023-06-24 11:51:00,2023-06-24 19:08:16.659460,397.78,474.7,76.92,Cloudy,False
3483,BRIGADE_04,2023-06-24,2023-06-24 01:55:00,2023-06-24 11:01:51.790628,442.52,532.22,89.7,Cloudy,False
3484,BRIGADE_04,2023-06-24,2023-06-24 06:56:00,2023-06-24 13:52:45.694975,382.28,443.15,60.86,Rainy,True
3485,BRIGADE_05,2023-06-24,2023-06-24 15:37:00,2023-06-25 02:42:19.694952,181.05,274.95,93.89,Cloudy,False
3486,BRIGADE_05,2023-06-24,2023-06-24 04:12:00,2023-06-24 12:55:10.415435,392.99,484.48,91.49,Cloudy,False
3487,BRIGADE_06,2023-06-24,2023-06-24 04:03:00,2023-06-24 10:55:28.206985,382.52,409.58,27.06,Sunny,False
3488,BRIGADE_06,2023-06-24,2023-06-24 07:13:00,2023-06-24 13:35:37.790568,257.95,352.95,94.99,Windy,False
3489,BRIGADE_06,2023-06-24,2023-06-24 02:19:00,2023-06-24 13:05:15.259125,191.58,287.86,96.28,Sunny,False
3490,BRIGADE_07,2023-06-24,2023-06-24 05:17:00,2023-06-24 12:26:44.472079,481.86,521.71,39.85,Cloudy,False
3491,BRIGADE_07,2023-06-24,2023-06-24 17:12:00,2023-06-25 02:32:13.089410,486.37,579.95,93.58,Sunny,False
3492,BRIGADE_07,2023-06-24,2023-06-24 03:33:00,2023-06-24 10:28:52.778783,172.17,262.09,89.92,Windy,False
3493,BRIGADE_08,2023-06-24,2023-06-24 01:16:00,2023-06-24 09:23:54.563727,497.37,594.46,97.08,Cloudy,False
3494,BRIGADE_09,2023-06-24,2023-06-24 16:28:00,2023-06-25 00:37:24.747208,323.08,398.68,75.6,Sunny,False
3495,BRIGADE_10,2023-06-24,2023-06-24 04:04:00,2023-06-24 14:53:02.109218,66.21,141.94,75.73,Sunny,False
3496,BRIGADE_10,2023-06-24,2023-06-24 11:44:00,2023-06-24 22:50:21.147871,256.69,311.91,55.21,Windy,False
3497,BRIGADE_10,2023-06-24,2023-06-24 15:41:00,2023-06-25 00:54:25.504882,290.75,330.46,39.71,Cloudy,False
3498,BRIGADE_01,2023-06-25,2023-06-25 20:32:00,2023-06-26 05:31:05.376125,179.68,196.68,17.0,Cloudy,False
3499,BRIGADE_02,2023-06-25,2023-06-25 17:35:00,2023-06-26 02:17:12.971280,257.07,301.49,44.42,Windy,False
3500,BRIGADE_02,2023-06-25,2023-06-25 16:54:00,2023-06-26 01:02:54.127561,387.91,407.35,19.44,Sunny,False
3501,BRIGADE_03,2023-06-25,2023-06-25 22:05:00,2023-06-26 07:04:12.305710,23.63,73.15,49.52,Windy,False
3502,BRIGADE_04,2023-06-25,2023-06-25 13:11:00,2023-06-26 00:32:27.172623,385.56,482.3,96.74,Windy,False
3503,BRIGADE_04,2023-06-25,2023-06-25 02:34:00,2023-06-25 09:54:15.551351,188.52,263.23,74.71,Rainy,False
3504,BRIGADE_04,2023-06-25,2023-06-25 18:08:00,2023-06-26 01:44:44.488640,272.72,369.29,96.58,Rainy,False
3505,BRIGADE_05,2023-06-25,2023-06-25 11:41:00,2023-06-25 17:59:03.182863,308.69,324.73,16.05,Windy,True
3506,BRIGADE_06,2023-06-25,2023-06-25 14:49:00,2023-06-26 01:45:05.797351,305.17,374.6,69.43,Windy,False
3507,BRIGADE_06,2023-06-25,2023-06-25 15:27:00,2023-06-25 21:44:57.257723,3.77,22.74,18.96,Snowy,False
3508,BRIGADE_06,2023-06-25,2023-06-25 21:59:00,2023-06-26 09:03:13.824721,435.59,501.18,65.58,Cloudy,False
3509,BRIGADE_07,2023-06-25,2023-06-25 22:51:00,2023-06-26 04:52:26.705869,445.52,518.52,73.0,Windy,False
3510,BRIGADE_07,2023-06-25,2023-06-25 07:49:00,2023-06-25 14:17:41.218635,266.01,313.38,47.37,Sunny,False
3511,BRIGADE_08,2023-06-25,2023-06-25 22:15:00,2023-06-26 07:36:53.992451,303.81,323.95,20.14,Rainy,False
3512,BRIGADE_08,2023-06-25,2023-06-25 19:42:00,2023-06-26 04:15:36.255068,402.99,498.51,95.52,Sunny,False
3513,BRIGADE_08,2023-06-25,2023-06-25 00:01:00,2023-06-25 06:38:44.488136,271.81,297.65,25.84,Windy,False
3514,BRIGADE_09,2023-06-25,2023-06-25 00:20:00,2023-06-25 06:57:10.639313,483.65,498.45,14.79,Snowy,False
3515,BRIGADE_09,2023-06-25,2023-06-25 07:35:00,2023-06-25 19:00:26.808003,465.87,476.48,10.61,Rainy,False
3516,BRIGADE_09,2023-06-25,2023-06-25 00:33:00,2023-06-25 06:34:47.942832,22.26,49.1,26.84,Windy,True
3517,BRIGADE_10,2023-06-25,2023-06-25 08:03:00,2023-06-25 17:15:47.619264,35.66,119.44,83.78,Sunny,False
3518,BRIGADE_01,2023-06-26,2023-06-26 19:08:00,2023-06-27 05:42:08.319115,245.06,326.95,81.9,Rainy,False
3519,BRIGADE_01,2023-06-26,2023-06-26 07:57:00,2023-06-26 18:00:21.607339,306.37,402.63,96.26,Cloudy,False
3520,BRIGADE_01,2023-06-26,2023-06-26 16:28:00,2023-06-27 01:25:27.620153,462.12,555.75,93.63,Sunny,False
3521,BRIGADE_02,2023-06-26,2023-06-26 03:09:00,2023-06-26 11:14:33.863259,387.06,432.94,45.87,Windy,False
3522,BRIGADE_02,2023-06-26,2023-06-26 04:53:00,2023-06-26 11:32:51.250108,35.44,45.47,10.03,Cloudy,False
3523,BRIGADE_02,2023-06-26,2023-06-26 01:43:00,2023-06-26 09:44:54.292164,137.84,192.15,54.31,Rainy,False
3524,BRIGADE_03,2023-06-26,2023-06-26 00:44:00,2023-06-26 09:29:13.829744,375.08,426.76,51.68,Rainy,False
3525,BRIGADE_03,2023-06-26,2023-06-26 09:29:00,2023-06-26 16:30:20.429405,425.2,445.8,20.6,Snowy,False
3526,BRIGADE_04,2023-06-26,2023-06-26 00:25:00,2023-06-26 07:48:14.759231,378.98,456.48,77.5,Sunny,False
3527,BRIGADE_05,2023-06-26,2023-06-26 15:37:00,2023-06-27 01:40:51.645403,470.3,524.1,53.8,Sunny,False
3528,BRIGADE_06,2023-06-26,2023-06-26 03:21:00,2023-06-26 12:56:09.542857,338.13,398.68,60.55,Rainy,False
3529,BRIGADE_06,2023-06-26,2023-06-26 22:40:00,2023-06-27 07:50:21.990993,492.42,583.74,91.32,Cloudy,False
3530,BRIGADE_07,2023-06-26,2023-06-26 15:21:00,2023-06-26 22:06:14.170882,61.72,115.0,53.29,Windy,True
3531,BRIGADE_07,2023-06-26,2023-06-26 20:43:00,2023-06-27 02:53:06.594556,20.43,60.99,40.56,Windy,False
3532,BRIGADE_08,2023-06-26,2023-06-26 17:03:00,2023-06-27 04:33:28.183187,29.86,85.12,55.26,Rainy,False
3533,BRIGADE_08,2023-06-26,2023-06-26 12:41:00,2023-06-26 21:47:12.035579,61.46,95.14,33.68,Cloudy,False
3534,BRIGADE_08,2023-06-26,2023-06-26 05:51:00,2023-06-26 17:06:36.899945,162.78,245.47,82.69,Snowy,False
3535,BRIGADE_09,2023-06-26,2023-06-26 07:58:00,2023-06-26 14:27:27.804549,355.91,432.11,76.2,Cloudy,False
3536,BRIGADE_09,2023-06-26,2023-06-26 22:40:00,2023-06-27 06:48:31.990909,235.83,309.39,73.56,Cloudy,False
3537,BRIGADE_09,2023-06-26,2023-06-26 13:09:00,2023-06-27 00:59:39.924422,145.34,197.66,52.32,Windy,False
3538,BRIGADE_10,2023-06-26,2023-06-26 23:40:00,2023-06-27 08:02:28.928922,190.28,215.13,24.85,Sunny,False
3539,BRIGADE_10,2023-06-26,2023-06-26 04:33:00,2023-06-26 14:04:22.378797,210.36,273.01,62.65,Cloudy,False
3540,BRIGADE_10,2023-06-26,2023-06-26 05:05:00,2023-06-26 13:47:08.186327,256.96,296.45,39.49,Cloudy,False
3541,BRIGADE_01,2023-06-27,2023-06-27 12:07:00,2023-06-27 20:03:49.882195,484.96,536.5,51.55,Cloudy,False
3542,BRIGADE_01,2023-06-27,2023-06-27 07:20:00,2023-06-27 17:41:46.848701,385.09,442.2,57.11,Snowy,False
3543,BRIGADE_01,2023-06-27,2023-06-27 22:12:00,2023-06-28 09:04:06.318806,437.74,525.22,87.48,Sunny,False
3544,BRIGADE_02,2023-06-27,2023-06-27 07:23:00,2023-06-27 13:41:43.678678,43.51,98.43,54.93,Sunny,True
3545,BRIGADE_03,2023-06-27,2023-06-27 21:42:00,2023-06-28 07:15:56.354572,126.41,159.06,32.66,Cloudy,False
3546,BRIGADE_03,2023-06-27,2023-06-27 21:16:00,2023-06-28 07:36:51.913229,62.74,97.26,34.51,Snowy,False
3547,BRIGADE_04,2023-06-27,2023-06-27 21:38:00,2023-06-28 06:56:58.639521,388.51,402.1,13.6,Windy,False
3548,BRIGADE_05,2023-06-27,2023-06-27 20:29:00,2023-06-28 06:24:14.264701,170.37,250.26,79.89,Windy,False
3549,BRIGADE_06,2023-06-27,2023-06-27 14:02:00,2023-06-28 01:08:06.566279,388.12,474.62,86.5,Sunny,False
3550,BRIGADE_06,2023-06-27,2023-06-27 17:19:00,2023-06-28 02:11:37.025132,123.41,182.69,59.28,Sunny,False
3551,BRIGADE_06,2023-06-27,2023-06-27 14:30:00,2023-06-27 23:52:16.403077,417.96,471.28,53.32,Cloudy,False
3552,BRIGADE_07,2023-06-27,2023-06-27 01:44:00,2023-06-27 08:02:27.947341,300.96,399.21,98.25,Windy,True
3553,BRIGADE_07,2023-06-27,2023-06-27 14:55:00,2023-06-27 23:21:50.830165,396.39,410.07,13.69,Cloudy,False
3554,BRIGADE_08,2023-06-27,2023-06-27 14:12:00,2023-06-27 23:45:33.400361,66.05,79.88,13.83,Sunny,False
3555,BRIGADE_08,2023-06-27,2023-06-27 14:18:00,2023-06-27 21:53:13.724558,134.27,168.27,34.0,Snowy,False
3556,BRIGADE_08,2023-06-27,2023-06-27 13:54:00,2023-06-28 00:50:47.585227,46.32,118.2,71.88,Cloudy,False
3557,BRIGADE_09,2023-06-27,2023-06-27 05:28:00,2023-06-27 16:21:32.989507,108.75,205.08,96.32,Rainy,True
3558,BRIGADE_09,2023-06-27,2023-06-27 03:45:00,2023-06-27 10:30:23.565058,30.28,68.46,38.18,Windy,False
3559,BRIGADE_09,2023-06-27,2023-06-27 16:25:00,2023-06-28 04:17:41.672443,305.18,348.79,43.61,Cloudy,False
3560,BRIGADE_10,2023-06-27,2023-06-27 15:49:00,2023-06-28 01:42:35.710997,482.71,530.48,47.77,Snowy,False
3561,BRIGADE_01,2023-06-28,2023-06-28 05:56:00,2023-06-28 15:11:24.515501,83.37,113.31,29.94,Cloudy,False
3562,BRIGADE_01,2023-06-28,2023-06-28 23:07:00,2023-06-29 09:00:28.745347,428.51,488.27,59.75,Rainy,True
3563,BRIGADE_02,2023-06-28,2023-06-28 22:17:00,2023-06-29 06:28:05.663426,422.87,461.69,38.83,Windy,False
3564,BRIGADE_02,2023-06-28,2023-06-28 15:08:00,2023-06-28 21:38:02.858347,20.18,79.71,59.53,Windy,False
3565,BRIGADE_03,2023-06-28,2023-06-28 19:25:00,2023-06-29 03:32:18.256188,320.82,405.34,84.52,Snowy,False
3566,BRIGADE_03,2023-06-28,2023-06-28 12:39:00,2023-06-28 21:52:13.923370,438.69,496.98,58.29,Cloudy,False
3567,BRIGADE_03,2023-06-28,2023-06-28 12:01:00,2023-06-28 19:20:34.105738,50.33,141.98,91.65,Rainy,False
3568,BRIGADE_04,2023-06-28,2023-06-28 18:11:00,2023-06-29 04:31:17.623736,488.64,504.82,16.17,Sunny,False
3569,BRIGADE_05,2023-06-28,2023-06-28 14:15:00,2023-06-28 22:32:57.616831,330.25,369.68,39.43,Windy,False
3570,BRIGADE_05,2023-06-28,2023-06-28 17:00:00,2023-06-28 23:18:02.025842,379.92,450.05,70.13,Snowy,False
3571,BRIGADE_06,2023-06-28,2023-06-28 06:29:00,2023-06-28 14:37:44.730100,493.25,570.74,77.49,Windy,False
3572,BRIGADE_07,2023-06-28,2023-06-28 16:37:00,2023-06-29 03:45:20.930522,46.95,101.13,54.18,Sunny,False
3573,BRIGADE_07,2023-06-28,2023-06-28 20:00:00,2023-06-29 03:15:11.747262,5.5,37.07,31.56,Rainy,False
3574,BRIGADE_08,2023-06-28,2023-06-28 22:11:00,2023-06-29 09:39:01.171443,244.81,313.68,68.87,Cloudy,False
3575,BRIGADE_08,2023-06-28,2023-06-28 18:51:00,2023-06-29 01:00:09.884616,170.07,219.1,49.02,Sunny,False
3576,BRIGADE_08,2023-06-28,2023-06-28 02:56:00,2023-06-28 09:10:46.548142,134.33,149.44,15.1,Cloudy,False
3577,BRIGADE_09,2023-06-28,2023-06-28 17:07:00,2023-06-29 04:22:17.523815,457.07,499.58,42.51,Rainy,True
3578,BRIGADE_10,2023-06-28,2023-06-28 09:06:00,2023-06-28 19:20:16.635842,365.17,432.13,66.96,Rainy,False
3579,BRIGADE_01,2023-06-29,2023-06-29 10:56:00,2023-06-29 21:41:36.492561,34.04,48.82,14.78,Cloudy,False
3580,BRIGADE_02,2023-06-29,2023-06-29 10:31:00,2023-06-29 21:28:38.499238,225.95,250.88,24.93,Sunny,False
3581,BRIGADE_02,2023-06-29,2023-06-29 18:19:00,2023-06-30 01:08:55.919374,410.81,506.69,95.89,Cloudy,False
3582,BRIGADE_02,2023-06-29,2023-06-29 11:51:00,2023-06-29 18:42:01.078054,33.42,98.12,64.69,Snowy,False
3583,BRIGADE_03,2023-06-29,2023-06-29 18:42:00,2023-06-30 04:33:04.404435,2.12,71.49,69.36,Rainy,False
3584,BRIGADE_04,2023-06-29,2023-06-29 21:58:00,2023-06-30 08:16:57.581041,228.21,282.46,54.26,Snowy,False
3585,BRIGADE_04,2023-06-29,2023-06-29 22:58:00,2023-06-30 09:46:23.556229,102.05,120.99,18.94,Rainy,True
3586,BRIGADE_04,2023-06-29,2023-06-29 02:04:00,2023-06-29 11:21:56.895540,477.29,553.95,76.67,Windy,False
3587,BRIGADE_05,2023-06-29,2023-06-29 22:45:00,2023-06-30 10:01:31.347910,414.17,486.79,72.62,Windy,False
3588,BRIGADE_05,2023-06-29,2023-06-29 04:00:00,2023-06-29 11:01:18.442915,234.21,328.79,94.58,Sunny,True
3589,BRIGADE_05,2023-06-29,2023-06-29 13:15:00,2023-06-29 23:15:40.946789,469.32,480.5,11.18,Snowy,False
3590,BRIGADE_06,2023-06-29,2023-06-29 06:57:00,2023-06-29 13:21:36.016111,305.55,319.62,14.07,Sunny,False
3591,BRIGADE_07,2023-06-29,2023-06-29 21:58:00,2023-06-30 06:22:15.648626,87.82,115.6,27.78,Rainy,False
3592,BRIGADE_08,2023-06-29,2023-06-29 15:16:00,2023-06-30 00:26:23.897462,311.31,409.91,98.6,Snowy,False
3593,BRIGADE_08,2023-06-29,2023-06-29 04:56:00,2023-06-29 15:42:41.541145,297.42,396.86,99.44,Windy,False
3594,BRIGADE_09,2023-06-29,2023-06-29 20:21:00,2023-06-30 05:57:28.034946,29.05,42.77,13.72,Windy,False
3595,BRIGADE_09,2023-06-29,2023-06-29 21:36:00,2023-06-30 06:45:51.866113,255.59,288.77,33.18,Rainy,False
3596,BRIGADE_10,2023-06-29,2023-06-29 08:36:00,2023-06-29 15:05:35.836062,45.92,63.86,17.93,Rainy,False
3597,BRIGADE_10,2023-06-29,2023-06-29 01:48:00,2023-06-29 08:10:54.623012,104.92,192.44,87.52,Snowy,False
3598,BRIGADE_01,2023-06-30,2023-06-30 23:17:00,2023-07-01 08:52:31.723288,380.0,475.94,95.94,Cloudy,False
3599,BRIGADE_02,2023-06-30,2023-06-30 05:12:00,2023-06-30 13:08:58.409198,54.74,77.95,23.2,Cloudy,True
3600,BRIGADE_02,2023-06-30,2023-06-30 05:26:00,2023-06-30 15:03:27.955239,52.11,127.9,75.79,Snowy,False
3601,BRIGADE_02,2023-06-30,2023-06-30 17:40:00,2023-07-01 03:30:11.989709,447.34,499.15,51.81,Sunny,False
3602,BRIGADE_03,2023-06-30,2023-06-30 16:32:00,2023-07-01 00:55:38.362691,397.61,412.53,14.91,Rainy,False
3603,BRIGADE_03,2023-06-30,2023-06-30 05:08:00,2023-06-30 14:52:25.276800,279.02,374.98,95.96,Snowy,False
3604,BRIGADE_04,2023-06-30,2023-06-30 20:18:00,2023-07-01 03:32:34.518459,389.77,463.44,73.68,Windy,False
3605,BRIGADE_04,2023-06-30,2023-06-30 17:34:00,2023-07-01 01:05:34.684612,22.71,94.57,71.86,Cloudy,False
3606,BRIGADE_04,2023-06-30,2023-06-30 06:25:00,2023-06-30 16:49:55.526715,374.03,452.64,78.61,Windy,False
3607,BRIGADE_05,2023-06-30,2023-06-30 14:33:00,2023-06-30 21:59:48.734221,70.52,157.2,86.68,Cloudy,False
3608,BRIGADE_05,2023-06-30,2023-06-30 20:28:00,2023-07-01 03:29:59.186308,447.06,537.77,90.71,Windy,True
3609,BRIGADE_06,2023-06-30,2023-06-30 19:45:00,2023-07-01 04:57:49.971944,46.5,98.08,51.59,Snowy,False
3610,BRIGADE_07,2023-06-30,2023-06-30 11:31:00,2023-06-30 21:11:52.928344,177.13,269.78,92.65,Cloudy,False
3611,BRIGADE_07,2023-06-30,2023-06-30 17:56:00,2023-07-01 03:09:39.543090,387.82,414.93,27.11,Snowy,False
3612,BRIGADE_07,2023-06-30,2023-06-30 09:24:00,2023-06-30 15:40:03.741077,467.56,510.7,43.14,Cloudy,False
3613,BRIGADE_08,2023-06-30,2023-06-30 18:10:00,2023-07-01 01:45:00.513984,60.29,71.72,11.43,Sunny,False
3614,BRIGADE_09,2023-06-30,2023-06-30 16:18:00,2023-07-01 01:55:06.262528,456.81,482.44,25.62,Sunny,False
3615,BRIGADE_10,2023-06-30,2023-06-30 05:31:00,2023-06-30 15:09:44.634522,367.54,409.17,41.64,Windy,False
3616,BRIGADE_01,2023-07-01,2023-07-01 07:12:00,2023-07-01 17:57:53.489305,379.8,404.27,24.47,Sunny,False
3617,BRIGADE_01,2023-07-01,2023-07-01 13:58:00,2023-07-02 00:55:55.830299,370.42,462.03,91.61,Cloudy,False
3618,BRIGADE_02,2023-07-01,2023-07-01 19:07:00,2023-07-02 06:25:53.858468,81.44,130.49,49.05,Sunny,False
3619,BRIGADE_02,2023-07-01,2023-07-01 07:01:00,2023-07-01 16:19:41.106441,201.48,249.08,47.61,Sunny,False
3620,BRIGADE_02,2023-07-01,2023-07-01 17:46:00,2023-07-02 04:11:01.548442,133.59,175.18,41.59,Sunny,False
3621,BRIGADE_03,2023-07-01,2023-07-01 03:50:00,2023-07-01 15:31:44.397747,473.72,496.1,22.38,Sunny,False
3622,BRIGADE_04,2023-07-01,2023-07-01 00:12:00,2023-07-01 10:50:11.015712,153.23,204.3,51.07,Windy,False
3623,BRIGADE_04,2023-07-01,2023-07-01 18:38:00,2023-07-02 06:22:34.021697,274.6,305.79,31.2,Sunny,False
3624,BRIGADE_05,2023-07-01,2023-07-01 05:36:00,2023-07-01 13:30:58.429512,258.01,340.08,82.07,Windy,False
3625,BRIGADE_05,2023-07-01,2023-07-01 16:06:00,2023-07-02 01:10:40.269234,97.52,112.69,15.17,Snowy,True
3626,BRIGADE_06,2023-07-01,2023-07-01 19:16:00,2023-07-02 06:31:31.334805,14.26,58.84,44.58,Snowy,True
3627,BRIGADE_06,2023-07-01,2023-07-01 16:50:00,2023-07-02 04:20:01.010633,461.75,500.47,38.72,Rainy,False
3628,BRIGADE_06,2023-07-01,2023-07-01 05:36:00,2023-07-01 14:04:16.723495,406.92,446.24,39.31,Sunny,False
3629,BRIGADE_07,2023-07-01,2023-07-01 15:37:00,2023-07-02 02:56:29.409640,411.76,478.81,67.05,Sunny,False
3630,BRIGADE_08,2023-07-01,2023-07-01 11:21:00,2023-07-01 19:41:13.867872,367.27,395.38,28.11,Windy,True
3631,BRIGADE_09,2023-07-01,2023-07-01 13:44:00,2023-07-02 01:16:47.131357,412.07,442.9,30.83,Windy,False
3632,BRIGADE_09,2023-07-01,2023-07-01 02:49:00,2023-07-01 10:25:29.768222,266.99,345.74,78.75,Rainy,False
3633,BRIGADE_10,2023-07-01,2023-07-01 11:10:00,2023-07-01 19:00:07.510187,389.09,411.1,22.02,Snowy,False
3634,BRIGADE_10,2023-07-01,2023-07-01 16:35:00,2023-07-02 04:07:29.116894,202.78,235.34,32.57,Cloudy,False
